time,current_0,voltage_0,current_1,voltage_1
2.54403131e-06,67.64983797,-5.00775486e+01,-5.13791007,-4.00620389e+02
2.55381605e-06,65.63940846,-4.96443451e+01,-5.2849506,-3.97154761e+02
2.56360078e-06,68.52159458,-5.07462690e+01,-5.24129908,-4.05970152e+02
2.57338552e-06,67.35122255,-5.07368333e+01,-5.20468847,-4.05894667e+02
2.58317025e-06,67.29449082,-4.99879451e+01,-5.14243906,-3.99903561e+02
2.59295499e-06,66.5198619,-5.05664827e+01,-5.44510047,-4.04531861e+02
2.60273973e-06,66.99939434,-5.04091098e+01,-5.40676742,-4.03272878e+02
2.61252446e-06,66.04171658,-5.01255987e+01,-5.52233873,-4.01004790e+02
2.62230920e-06,65.959946,-4.96483188e+01,-5.42959244,-3.97186550e+02
2.63209393e-06,66.58540812,-5.03307422e+01,-5.48826623,-4.02645938e+02
2.64187867e-06,65.55599379,-5.02108018e+01,-5.62751277,-4.01686415e+02
2.65166341e-06,67.97793993,-5.01602519e+01,-5.66108264,-4.01282015e+02
2.66144814e-06,66.9311569,-4.91862122e+01,-5.76939918,-3.93489698e+02
2.67123288e-06,66.51003554,-5.00598789e+01,-5.61556975,-4.00479031e+02
2.68101761e-06,67.36210346,-4.92769006e+01,-5.53704523,-3.94215205e+02
2.69080235e-06,66.15881036,-4.99578669e+01,-5.89585536,-3.99662935e+02
2.70058708e-06,67.45451999,-4.90537862e+01,-5.877499,-3.92430289e+02
2.71037182e-06,65.60620265,-5.00796119e+01,-5.90574498,-4.00636895e+02
2.72015656e-06,65.65515552,-4.98082742e+01,-5.9095177,-3.98466194e+02
2.72994129e-06,65.17207622,-4.99304504e+01,-5.91951599,-3.99443603e+02
2.73972603e-06,66.13359732,-5.02518513e+01,-5.9429031,-4.02014810e+02
2.74951076e-06,66.46836353,-5.08511865e+01,-6.03775124,-4.06809492e+02
2.75929550e-06,66.34704208,-4.99344996e+01,-6.03748661,-3.99475997e+02
2.76908023e-06,66.31390003,-5.01917326e+01,-6.28623938,-4.01533861e+02
2.77886497e-06,67.40352831,-5.01901217e+01,-6.18106586,-4.01520974e+02
2.78864971e-06,65.60858404,-4.96732840e+01,-6.29223814,-3.97386272e+02
2.79843444e-06,-44.69922629,-4.96907708e+01,-6.35461045,-3.97526167e+02
2.80821918e-06,-43.54077364,-4.95731621e+01,-6.34744457,-3.96585297e+02
2.81800391e-06,-39.06068756,-5.12412519e+01,-6.31581096,-4.09930015e+02
2.82778865e-06,-39.08737341,-5.00739176e+01,-6.50646292,-4.00591341e+02
2.83757339e-06,-41.10328056,-4.95251468e+01,-6.32231388,-3.96201175e+02
2.84735812e-06,-42.27960476,-5.06705440e+01,-6.41477184,-4.05364352e+02
2.85714286e-06,-41.93039267,-5.02817236e+01,-6.45423811,-4.02253789e+02
2.86692759e-06,-41.63750774,-4.95918207e+01,-6.64808477,-3.96734566e+02
2.87671233e-06,-41.13951249,-4.99950738e+01,-6.53256254,-3.99960590e+02
2.88649706e-06,-43.56080375,-5.00468698e+01,-6.45059685,-4.00374959e+02
2.89628180e-06,-43.25413936,-4.99573338e+01,-6.81546192,-3.99658671e+02
2.90606654e-06,-44.17870981,-5.05566479e+01,-6.77349789,-4.04453183e+02
2.91585127e-06,-43.43673948,-4.98909561e+01,-6.85785426,-3.99127649e+02
2.92563601e-06,-43.90612984,-5.06823914e+01,-6.8736526,-4.05459131e+02
2.93542074e-06,-45.02010214,-5.01818850e+01,-6.86427628,-4.01455080e+02
2.94520548e-06,-45.28866115,-5.03756397e+01,-6.87107952,-4.03005118e+02
2.95499022e-06,-46.15519348,-5.03322626e+01,-7.00176314,-4.02658101e+02
2.96477495e-06,-44.92455804,-4.98713315e+01,-6.81271795,-3.98970652e+02
2.97455969e-06,-44.29636186,-4.94260290e+01,-6.93197379,-3.95408232e+02
2.98434442e-06,-47.16684287,-5.03005987e+01,-7.09905684,-4.02404789e+02
2.99412916e-06,-47.01999197,-5.01522514e+01,-7.12729624,-4.01218011e+02
3.00391389e-06,-47.24595986,-5.00131142e+01,-7.09514501,-4.00104914e+02
3.01369863e-06,-47.27614162,-5.08904702e+01,-7.12425317,-4.07123762e+02
3.02348337e-06,-47.35612792,-4.98688535e+01,-7.33474905,-3.98950828e+02
3.03326810e-06,-47.54322484,-5.01291245e+01,-7.10386291,-4.01032996e+02
3.04305284e-06,-48.30200989,-4.93153948e+01,-7.29383695,-3.94523158e+02
3.05283757e-06,-48.29989289,-4.99722561e+01,-7.32003826,-3.99778049e+02
3.06262231e-06,-50.28991507,-5.14121108e+01,-7.3443126,-4.11296886e+02
3.07240705e-06,-49.44852692,-5.02158062e+01,-7.50221963,-4.01726449e+02
3.08219178e-06,-50.33790509,-5.03331380e+01,-7.24577478,-4.02665104e+02
3.09197652e-06,-50.83688363,-4.95005563e+01,-7.47588998,-3.96004450e+02
3.10176125e-06,-50.77955656,-5.03993684e+01,-7.60137683,-4.03194947e+02
3.11154599e-06,-50.52648769,-5.07980415e+01,-7.65236096,-4.06384332e+02
3.12133072e-06,-52.05170332,-4.99088416e+01,-7.57490262,-3.99270732e+02
3.13111546e-06,-50.57851102,-5.00701062e+01,-7.7418417,-4.00560850e+02
3.14090020e-06,-51.31817473,-4.98773744e+01,-7.74767372,-3.99018995e+02
3.15068493e-06,-51.63390487,-4.97716828e+01,-7.70988014,-3.98173463e+02
3.16046967e-06,-53.18467812,-5.05513713e+01,-7.67824344,-4.04410970e+02
3.17025440e-06,-52.26050029,-5.02980656e+01,-7.72154074,-4.02384525e+02
3.18003914e-06,-51.60477482,-4.97006015e+01,-7.91840892,-3.97604812e+02
3.18982387e-06,-54.52369533,-4.97867778e+01,-8.09353053,-3.98294222e+02
3.19960861e-06,-54.18798312,-4.95610478e+01,-8.05599069,-3.96488382e+02
3.20939335e-06,-54.86283409,-4.99212177e+01,-8.1444036,-3.99369742e+02
3.21917808e-06,-54.98922077,-4.93550333e+01,-8.18067062,-3.94840266e+02
3.22896282e-06,-54.91421025,-4.93674506e+01,-8.16932684,-3.94939605e+02
3.23874755e-06,-54.96863616,-5.01866818e+01,-8.17433027,-4.01493455e+02
3.24853229e-06,-56.01410509,-5.00094496e+01,-8.28666837,-4.00075597e+02
3.25831703e-06,-54.50174361,-5.07061277e+01,-8.09205933,-4.05649021e+02
3.26810176e-06,-55.45579035,-5.01671725e+01,-8.24949038,-4.01337380e+02
3.27788650e-06,-56.79245474,-4.99566511e+01,-8.36641041,-3.99653209e+02
3.28767123e-06,-57.01836993,-5.11131333e+01,-8.47143071,-4.08905066e+02
3.29745597e-06,-56.76116005,-4.98912712e+01,-8.49889514,-3.99130170e+02
3.30724070e-06,-56.99402534,-4.98743648e+01,-8.52926071,-3.98994918e+02
3.31702544e-06,-58.67799242,-5.05936873e+01,-8.69997416,-4.04749499e+02
3.32681018e-06,-56.83090327,-4.99787357e+01,-8.54090756,-3.99829886e+02
3.33659491e-06,-58.35069562,-4.98595458e+01,-8.52562881,-3.98876367e+02
3.34637965e-06,-58.56030612,-5.00328013e+01,-8.61974501,-4.00262411e+02
3.35616438e-06,-58.75450081,-5.08626758e+01,-8.89268768,-4.06901406e+02
3.36594912e-06,-60.017757,-5.05160104e+01,-8.89921087,-4.04128083e+02
3.37573386e-06,-57.9661982,-5.01037772e+01,-8.866262,-4.00830217e+02
3.38551859e-06,-59.80711982,-4.94649403e+01,-8.887899,-3.95719522e+02
3.39530333e-06,-60.81101466,-5.03786579e+01,-8.75273521,-4.03029264e+02
3.40508806e-06,-61.2188877,-4.95715207e+01,-8.9129046,-3.96572166e+02
3.41487280e-06,-60.599221,-4.99098185e+01,-8.95424972,-3.99278548e+02
3.42465753e-06,-61.93473362,-5.05450886e+01,-9.20126311,-4.04360709e+02
3.43444227e-06,-61.98138977,-5.01902343e+01,-9.13529601,-4.01521874e+02
3.44422701e-06,-61.67904113,3.15354201e+00,-8.96416681,2.52283361e+01
3.45401174e-06,-61.42594755,8.88018047e-01,-9.02931161,7.10414438e+00
3.46379648e-06,-61.7723259,-1.32992679e-03,-8.89013208,-1.06394143e-02
3.47358121e-06,-63.34727134,-5.04895198e-01,-8.95784662,-4.03916158e+00
3.48336595e-06,-64.74824423,-2.78246842e-01,-9.13221483,-2.22597474e+00
3.49315068e-06,-64.44792556,-6.24142509e-01,-9.05945425,-4.99314007e+00
3.50293542e-06,-65.15522878,1.40719394e-01,-9.06468225,1.12575515e+00
3.51272016e-06,-65.44536494,3.47382753e-01,-9.15701928,2.77906202e+00
3.52250489e-06,-65.35461471,-2.70256424e-01,-9.13342864,-2.16205139e+00
3.53228963e-06,-65.39464217,-2.74612720e-01,-9.06741992,-2.19690176e+00
3.54207436e-06,-66.29334699,-1.66214052e-01,-9.07309089,-1.32971241e+00
3.55185910e-06,-64.73647466,1.82992783e-01,-8.97628099,1.46394227e+00
3.56164384e-06,-65.99592303,-1.79474658e-01,-9.12221845,-1.43579726e+00
3.57142857e-06,-66.93128332,8.67332812e-01,-9.16260655,6.93866249e+00
3.58121331e-06,-67.77144567,-5.87288352e-01,-8.99638481,-4.69830681e+00
3.59099804e-06,-67.99116111,8.71929432e-02,-8.96721293,6.97543545e-01
3.60078278e-06,-68.2340857,1.02289071e-01,-9.08458294,8.18312570e-01
3.61056751e-06,-69.59979328,-4.33117630e-01,-8.96411576,-3.46494104e+00
3.62035225e-06,-68.32726049,-1.33793367e-01,-8.87416839,-1.07034694e+00
3.63013699e-06,-68.2050305,1.02353270e+00,-8.9701188,8.18826161e+00
3.63992172e-06,-68.95796009,5.15992367e-01,-8.93680301,4.12793893e+00
3.64970646e-06,-71.14150146,-3.49245678e-01,-8.84404552,-2.79396542e+00
3.65949119e-06,-71.19368695,1.09066413e+00,-8.9181537,8.72531307e+00
3.66927593e-06,-70.930096,4.67108796e-01,-8.8385056,3.73687037e+00
3.67906067e-06,-71.10319199,-6.33713318e-02,-8.75691147,-5.06970655e-01
3.68884540e-06,-70.02188168,-4.74164559e-01,-8.84731657,-3.79331647e+00
3.69863014e-06,-71.3032368,-1.97351255e-01,-8.96144958,-1.57881004e+00
3.70841487e-06,-71.63399774,5.81271306e-01,-8.89644465,4.65017045e+00
3.71819961e-06,-73.61010486,-2.42945112e-01,-8.90643418,-1.94356090e+00
3.72798434e-06,-73.08236805,-2.09595349e-01,-8.86860142,-1.67676279e+00
3.73776908e-06,-71.7133345,8.33465804e-02,-8.95308482,6.66772643e-01
3.74755382e-06,-72.23449286,2.25632247e-01,-8.9803642,1.80505797e+00
3.75733855e-06,-71.12105667,-3.19445739e-01,-8.99853662,-2.55556591e+00
3.76712329e-06,-71.66277296,-4.27830836e-01,-8.75414547,-3.42264669e+00
3.77690802e-06,-73.05771865,5.69753173e-01,-8.98759239,4.55802538e+00
3.78669276e-06,-72.475634,3.62213150e-01,-8.96595187,2.89770520e+00
3.79647750e-06,-72.51745801,1.79266335e-01,-9.04518331,1.43413068e+00
3.80626223e-06,-73.25615427,2.89180945e-01,-8.75998346,2.31344756e+00
3.81604697e-06,-73.06742913,2.81024384e-01,-8.8624387,2.24819507e+00
3.82583170e-06,-72.53935938,-3.10546924e-01,-8.90874594,-2.48437539e+00
3.83561644e-06,-72.58472714,-6.22666752e-01,-8.86147158,-4.98133401e+00
3.84540117e-06,-71.81024794,3.18834317e-01,-8.84684489,2.55067453e+00
3.85518591e-06,-72.97774757,-7.21151000e-01,-9.07358747,-5.76920800e+00
3.86497065e-06,-73.3008524,-6.09438781e-01,-8.91219141,-4.87551025e+00
3.87475538e-06,-71.97107848,3.05873524e-01,-8.79085445,2.44698819e+00
3.88454012e-06,-71.73770345,1.50483690e-01,-8.81107707,1.20386952e+00
3.89432485e-06,-72.67666354,5.10127127e-02,-8.91007569,4.08101702e-01
3.90410959e-06,-71.71292606,-6.57038739e-01,-8.99336896,-5.25630991e+00
3.91389432e-06,-70.99334715,-1.01701523e-01,-8.75951697,-8.13612184e-01
3.92367906e-06,-71.76095039,-2.06552733e-01,-8.66012081,-1.65242186e+00
3.93346380e-06,-71.49442409,4.56273934e-02,-8.78927796,3.65019147e-01
3.94324853e-06,-70.75236418,5.41240471e-01,-8.73206109,4.32992377e+00
3.95303327e-06,-71.34522959,7.33907427e-01,-8.97179817,5.87125941e+00
3.96281800e-06,-70.70804483,-7.60135764e-01,-8.81190631,-6.08108611e+00
3.97260274e-06,-70.05529175,-2.04325742e-01,-8.72273571,-1.63460593e+00
3.98238748e-06,-70.77853259,5.50722007e-02,-8.86856436,4.40577605e-01
3.99217221e-06,-71.69159664,-1.24817692e-01,-8.8583399,-9.98541539e-01
4.00195695e-06,-71.17155718,-6.47313197e-01,-8.83697474,-5.17850557e+00
4.01174168e-06,-71.25147344,-3.55338392e-01,-8.80173453,-2.84270714e+00
4.02152642e-06,-70.94881135,-8.62382867e-01,-8.75645756,-6.89906293e+00
4.03131115e-06,-71.62467853,-9.42415558e-01,-8.76861266,-7.53932446e+00
4.04109589e-06,-71.84291359,-4.03170796e-01,-8.79000941,-3.22536636e+00
4.05088063e-06,-71.98829293,1.05455137e+00,-8.69897561,8.43641097e+00
4.06066536e-06,-70.03316375,-4.94853651e-01,-8.72053405,-3.95882921e+00
4.07045010e-06,-71.90073911,2.75437821e-01,-8.76713449,2.20350257e+00
4.08023483e-06,-71.72761497,-3.82959265e-01,-8.64543159,-3.06367412e+00
4.09001957e-06,-72.36146649,-4.96909081e-01,-8.7783429,-3.97527265e+00
4.09980431e-06,-70.07986765,-2.96218798e-01,-8.66571021,-2.36975039e+00
4.10958904e-06,-70.89950958,-3.96637258e-01,-8.77042951,-3.17309807e+00
4.11937378e-06,-71.26996751,9.87949199e-01,-8.58639316,7.90359359e+00
4.12915851e-06,-70.89177261,1.52793505e-02,-8.80479331,1.22234804e-01
4.13894325e-06,-70.77475909,1.24815009e-01,-8.74640818,9.98520071e-01
4.14872798e-06,-72.58869974,-9.78651996e-02,-8.73846123,-7.82921597e-01
4.15851272e-06,-71.29753129,2.67432279e-01,-8.67431332,2.13945823e+00
4.16829746e-06,-70.32683557,7.98391862e-02,-8.77511046,6.38713490e-01
4.17808219e-06,-70.48861652,6.12658322e-02,-8.63885831,4.90126658e-01
4.18786693e-06,-71.28060552,-2.78500533e-01,-8.95610003,-2.22800426e+00
4.19765166e-06,-71.9469517,-4.80239377e-02,-8.78561461,-3.84191502e-01
4.20743640e-06,-70.07613578,3.70303908e-01,-8.84884186,2.96243126e+00
4.21722114e-06,-69.2809665,-4.05172443e-01,-8.51596508,-3.24137955e+00
4.22700587e-06,-70.3142237,1.12338043e-01,-8.66336175,8.98704344e-01
4.23679061e-06,-69.8564887,6.25109195e-01,-8.73177602,5.00087356e+00
4.24657534e-06,-71.77438537,4.81327313e-01,-8.66009242,3.85061850e+00
4.25636008e-06,-70.49525051,1.47088041e-01,-8.86396357,1.17670433e+00
4.26614481e-06,-69.78188566,3.58517834e-01,-8.53718075,2.86814267e+00
4.27592955e-06,-70.94851485,2.50573936e-01,-8.61061394,2.00459149e+00
4.28571429e-06,-70.86671918,2.80612662e-01,-8.64333175,2.24490129e+00
4.29549902e-06,-70.69579789,-1.08045055e+00,-8.54933867,-8.64360443e+00
4.30528376e-06,-70.41387624,-3.16633196e-01,-8.70040574,-2.53306557e+00
4.31506849e-06,-70.05166045,-3.34169184e-01,-8.64668889,-2.67335347e+00
4.32485323e-06,-70.14890125,2.82039149e-01,-8.65113474,2.25631319e+00
4.33463796e-06,-70.32007527,3.67519971e-01,-8.59865853,2.94015976e+00
4.34442270e-06,-69.59180492,1.84405922e-01,-8.62067354,1.47524738e+00
4.35420744e-06,-69.76427242,6.02030658e-01,-8.56210415,4.81624526e+00
4.36399217e-06,-70.13707596,4.76823399e-01,-8.55226016,3.81458719e+00
4.37377691e-06,-69.16345272,-9.32324252e-01,-8.58739473,-7.45859402e+00
4.38356164e-06,-70.22674318,-9.31963425e-02,-8.47623632,-7.45570740e-01
4.39334638e-06,-69.3256817,-6.44109316e-01,-8.55448071,-5.15287453e+00
4.40313112e-06,-70.1634361,5.95645152e-02,-8.58158122,4.76516122e-01
4.41291585e-06,-68.69114525,-6.00906885e-02,-8.71258839,-4.80725508e-01
4.42270059e-06,-70.43834651,-4.68669109e-01,-8.44088525,-3.74935287e+00
4.43248532e-06,-69.97126541,-5.36751651e-01,-8.53782935,-4.29401321e+00
4.44227006e-06,-69.90768984,2.53336941e-01,-8.43293112,2.02669553e+00
4.45205479e-06,-69.39450657,-1.11072147e+00,-8.4430622,-8.88577173e+00
4.46183953e-06,-70.20088367,-6.89450103e-01,-8.61766562,-5.51560082e+00
4.47162427e-06,-69.11086649,6.70618841e-01,-8.68005293,5.36495073e+00
4.48140900e-06,-71.64880023,-2.18860040e-01,-8.56536267,-1.75088032e+00
4.49119374e-06,-70.28491684,-5.96669294e-01,-8.37505772,-4.77335435e+00
4.50097847e-06,-70.79073488,-3.67375697e-01,-8.41016548,-2.93900558e+00
4.51076321e-06,-68.12772068,-4.16492208e-01,-8.52873277,-3.33193766e+00
4.52054795e-06,-69.30689401,5.34316803e-01,-8.67637019,4.27453442e+00
4.53033268e-06,-69.85420814,-2.87147666e-01,-8.44294797,-2.29718133e+00
4.54011742e-06,-69.28073932,6.99893283e-01,-8.62553323,5.59914626e+00
4.54990215e-06,-70.91170856,-5.43684521e-01,-8.58549206,-4.34947617e+00
4.55968689e-06,-68.29744597,2.20559306e-01,-8.33780777,1.76447445e+00
4.56947162e-06,-68.88491149,6.30335661e-01,-8.50117359,5.04268529e+00
4.57925636e-06,-69.146654,-1.40478583e-01,-8.39307545,-1.12382867e+00
4.58904110e-06,-68.39470938,-2.29786106e-01,-8.50052001,-1.83828885e+00
4.59882583e-06,-69.60324588,-2.12186153e-01,-8.51159177,-1.69748923e+00
4.60861057e-06,-69.17351108,-1.02255838e-01,-8.35846009,-8.18046708e-01
4.61839530e-06,-69.20907792,-1.22142127e-01,-8.46082482,-9.77137019e-01
4.62818004e-06,-68.78926824,-3.32191705e-01,-8.32877981,-2.65753364e+00
4.63796477e-06,-68.96538834,-3.28617042e-01,-8.46096213,-2.62893634e+00
4.64774951e-06,-68.49683319,1.60157502e-01,-8.48265881,1.28126002e+00
4.65753425e-06,-68.4180813,1.28427432e-01,-8.26896632,1.02741945e+00
4.66731898e-06,-68.69915787,7.64402225e-01,-8.58859632,6.11521780e+00
4.67710372e-06,-67.80989057,6.70642140e-01,-8.56000769,5.36513712e+00
4.68688845e-06,-68.4358457,-1.08782680e+00,-8.55429924,-8.70261439e+00
4.69667319e-06,-68.65264975,-4.54321157e-01,-8.54149581,-3.63456925e+00
4.70645793e-06,-69.70070713,5.28480123e-01,-8.48095066,4.22784098e+00
4.71624266e-06,-67.52708202,3.08280431e-01,-8.4840052,2.46624345e+00
4.72602740e-06,-68.30263484,-7.46937851e-02,-8.219692,-5.97550281e-01
4.73581213e-06,-67.46344896,-1.61488504e-01,-8.43189356,-1.29190803e+00
4.74559687e-06,-67.54449761,4.66357626e-01,-8.3207996,3.73086101e+00
4.75538160e-06,-68.94132493,-3.59729557e-01,-8.49347674,-2.87783646e+00
4.76516634e-06,-69.44042346,6.84457935e-01,-8.44786724,5.47566348e+00
4.77495108e-06,-68.52290137,6.76230082e-01,-8.30828372,5.40984066e+00
4.78473581e-06,-67.00046174,1.10679904e-01,-8.4787831,8.85439232e-01
4.79452055e-06,-67.28132387,-4.62633613e-01,-8.3086239,-3.70106891e+00
4.80430528e-06,-68.22986219,2.23305822e-01,-8.48404678,1.78644658e+00
4.81409002e-06,-69.41096152,-5.96334730e-01,-8.35561646,-4.77067784e+00
4.82387476e-06,-67.54358379,-3.23691589e-01,-8.29332453,-2.58953271e+00
4.83365949e-06,-69.00426587,1.12368660e+00,-8.3616226,8.98949276e+00
4.84344423e-06,-68.68393648,-3.23952332e-01,-8.24392346,-2.59161865e+00
4.85322896e-06,-66.70246214,-6.93708659e-01,-8.41660628,-5.54966927e+00
4.86301370e-06,-68.0093887,-4.94253382e-01,-8.51330884,-3.95402706e+00
4.87279843e-06,-67.1446036,-7.35896470e-01,-8.40099186,-5.88717176e+00
4.88258317e-06,-68.0041601,-7.79856881e-02,-8.32401843,-6.23885505e-01
4.89236791e-06,-68.09273418,-1.00246549e+00,-8.38696534,-8.01972390e+00
4.90215264e-06,-66.86768073,1.45166327e-01,-8.21800939,1.16133062e+00
4.91193738e-06,-67.68659852,-5.01640144e-01,-8.24122066,-4.01312115e+00
4.92172211e-06,-66.63023849,1.23892156e-01,-8.22618864,9.91137244e-01
4.93150685e-06,-67.687697,7.92987815e-01,-8.37254368,6.34390252e+00
4.94129159e-06,-67.86127046,4.22434199e-01,-8.29306323,3.37947360e+00
4.95107632e-06,-66.15173056,-1.01731458e+00,-8.15462625,-8.13851662e+00
4.96086106e-06,-68.70877054,-1.53358375e-01,-8.28114088,-1.22686700e+00
4.97064579e-06,-68.48006148,-1.84911816e-01,-8.26345532,-1.47929453e+00
4.98043053e-06,-68.43439396,-7.27433005e-02,-8.34964221,-5.81946404e-01
4.99021526e-06,-68.33196645,-3.04462389e-01,-8.32555907,-2.43569911e+00
5.00000000e-06,-67.84760531,-8.83958091e-01,-8.36212215,-7.07166473e+00
